,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,Category,positive,negative,neutral,,,,,,
395,9b3a6d30-48e8-476c-82be-9031524bd04d,cherish,28/5/21 15:20,video,food,positive,70,,,,,,,,,,,
398,9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,14/7/20 21:01,video,food,positive,45,,,,,,,,,,,
400,9b3a6d30-48e8-476c-82be-9031524bd04d,want,23/3/21 1:55,video,food,positive,70,,,,,,,,,,,
401,9b3a6d30-48e8-476c-82be-9031524bd04d,cherish,18/5/21 9:52,video,food,positive,70,,,,,,,,,,,
403,9b3a6d30-48e8-476c-82be-9031524bd04d,like,4/6/2021 16:57,video,food,positive,50,,,,,,,,,,,
406,9b3a6d30-48e8-476c-82be-9031524bd04d,interested,18/7/20 10:43,video,food,positive,30,,,,,,,,,,,
407,9b3a6d30-48e8-476c-82be-9031524bd04d,adore,7/11/2020 1:54,video,food,positive,72,,,,,,,,,,,
408,9b3a6d30-48e8-476c-82be-9031524bd04d,like,11/8/2020 12:01,video,food,positive,50,,,,,,,,,,,
413,9b3a6d30-48e8-476c-82be-9031524bd04d,interested,26/7/20 10:36,video,food,positive,30,,,,,,,,,,,
414,9b3a6d30-48e8-476c-82be-9031524bd04d,like,19/5/21 4:30,video,food,positive,50,,,,,,,,,,,
415,9b3a6d30-48e8-476c-82be-9031524bd04d,super love,15/11/20 22:53,video,food,positive,75,,,,,,,,,,,
417,9b3a6d30-48e8-476c-82be-9031524bd04d,intrigued,1/8/2020 23:38,video,food,positive,45,,,,,,,,,,,
418,9b3a6d30-48e8-476c-82be-9031524bd04d,super love,22/9/20 17:07,video,food,positive,75,,,,,,,,,,,
419,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,adore,21/5/21 12:47,video,tennis,positive,72,,,,,,,,,,,
425,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,6/3/2021 10:03,video,tennis,positive,60,,,,,,,,,,,
427,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,14/11/20 10:25,video,tennis,positive,50,,,,,,,,,,,
430,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,8/5/2021 11:21,video,tennis,positive,65,,,,,,,,,,,
432,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,18/7/20 3:52,video,tennis,positive,70,,,,,,,,,,,
433,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,27/8/20 15:23,video,tennis,positive,65,,,,,,,,,,,
435,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,17/8/20 14:29,video,tennis,positive,50,,,,,,,,,,,
436,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,16/8/20 17:45,video,tennis,positive,70,,,,,,,,,,,
437,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,6/7/2020 0:08,video,tennis,positive,50,,,,,,,,,,,
438,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,heart,22/7/20 1:15,video,tennis,positive,60,,,,,,,,,,,
440,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,20/5/21 22:09,video,tennis,positive,65,,,,,,,,,,,
442,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,3/8/2020 17:58,video,tennis,positive,45,,,,,,,,,,,
443,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,18/9/20 16:29,video,tennis,positive,70,,,,,,,,,,,
446,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,super love,19/1/21 3:07,video,tennis,positive,75,,,,,,,,,,,
447,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,want,30/4/21 6:11,video,tennis,positive,70,,,,,,,,,,,
448,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,4/4/2021 1:34,video,tennis,positive,50,,,,,,,,,,,
451,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,interested,7/11/2020 17:59,video,tennis,positive,30,,,,,,,,,,,
454,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,14/8/20 9:02,video,tennis,positive,45,,,,,,,,,,,
455,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,intrigued,20/9/20 19:55,video,tennis,positive,45,,,,,,,,,,,
457,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,adore,8/5/2021 18:54,video,tennis,positive,72,,,,,,,,,,,
460,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,cherish,23/5/21 4:59,video,tennis,positive,70,,,,,,,,,,,
461,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,love,27/11/20 2:50,video,tennis,positive,65,,,,,,,,,,,
462,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,super love,16/4/21 11:15,video,tennis,positive,75,,,,,,,,,,,
465,baa2db00-81ba-4c34-b17d-dd950bfa133b,intrigued,3/4/2021 5:44,GIF,soccer,positive,45,,,,,,,,,,,
470,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,11/5/2021 19:35,GIF,soccer,positive,70,,,,,,,,,,,
472,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,22/9/20 1:23,GIF,soccer,positive,70,,,,,,,,,,,
475,baa2db00-81ba-4c34-b17d-dd950bfa133b,love,28/5/21 7:57,GIF,soccer,positive,65,,,,,,,,,,,
476,baa2db00-81ba-4c34-b17d-dd950bfa133b,love,9/6/2021 3:55,GIF,soccer,positive,65,,,,,,,,,,,
477,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,7/9/2020 15:21,GIF,soccer,positive,70,,,,,,,,,,,
479,baa2db00-81ba-4c34-b17d-dd950bfa133b,like,19/12/20 19:32,GIF,soccer,positive,50,,,,,,,,,,,
482,baa2db00-81ba-4c34-b17d-dd950bfa133b,super love,30/10/20 16:05,GIF,soccer,positive,75,,,,,,,,,,,
483,baa2db00-81ba-4c34-b17d-dd950bfa133b,heart,13/6/21 16:05,GIF,soccer,positive,60,,,,,,,,,,,
484,baa2db00-81ba-4c34-b17d-dd950bfa133b,interested,18/12/20 2:24,GIF,soccer,positive,30,,,,,,,,,,,
486,baa2db00-81ba-4c34-b17d-dd950bfa133b,like,5/2/2021 15:30,GIF,soccer,positive,50,,,,,,,,,,,
487,baa2db00-81ba-4c34-b17d-dd950bfa133b,cherish,10/12/2020 5:51,GIF,soccer,positive,70,,,,,,,,,,,
488,baa2db00-81ba-4c34-b17d-dd950bfa133b,love,26/9/20 12:50,GIF,soccer,positive,65,,,,,,,,,,,
489,baa2db00-81ba-4c34-b17d-dd950bfa133b,want,13/1/21 16:16,GIF,soccer,positive,70,,,,,,,,,,,
490,baa2db00-81ba-4c34-b17d-dd950bfa133b,like,12/11/2020 17:49,GIF,soccer,positive,50,,,,,,,,,,,
492,baa2db00-81ba-4c34-b17d-dd950bfa133b,heart,18/5/21 3:47,GIF,soccer,positive,60,,,,,,,,,,,
493,baa2db00-81ba-4c34-b17d-dd950bfa133b,super love,12/6/2021 22:03,GIF,soccer,positive,75,,,,,,,,,,,
494,f98dde71-ce1d-4f6c-bb05-ae05779d2207,super love,2/8/2020 18:35,GIF,soccer,positive,75,,,,,,,,,,,
498,f98dde71-ce1d-4f6c-bb05-ae05779d2207,like,7/10/2020 9:31,GIF,soccer,positive,50,,,,,,,,,,,
499,f98dde71-ce1d-4f6c-bb05-ae05779d2207,like,11/3/2021 14:45,GIF,soccer,positive,50,,,,,,,,,,,
503,f98dde71-ce1d-4f6c-bb05-ae05779d2207,interested,27/4/21 20:21,GIF,soccer,positive,30,,,,,,,,,,,
506,f98dde71-ce1d-4f6c-bb05-ae05779d2207,adore,7/9/2020 11:48,GIF,soccer,positive,72,,,,,,,,,,,
507,f98dde71-ce1d-4f6c-bb05-ae05779d2207,interested,6/2/2021 13:18,GIF,soccer,positive,30,,,,,,,,,,,
509,f98dde71-ce1d-4f6c-bb05-ae05779d2207,super love,25/4/21 9:44,GIF,soccer,positive,75,,,,,,,,,,,
513,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,25/1/21 6:22,GIF,soccer,positive,45,,,,,,,,,,,
514,f98dde71-ce1d-4f6c-bb05-ae05779d2207,interested,16/11/20 6:37,GIF,soccer,positive,30,,,,,,,,,,,
516,f98dde71-ce1d-4f6c-bb05-ae05779d2207,interested,18/4/21 11:43,GIF,soccer,positive,30,,,,,,,,,,,
518,f98dde71-ce1d-4f6c-bb05-ae05779d2207,love,26/10/20 12:50,GIF,soccer,positive,65,,,,,,,,,,,
521,f98dde71-ce1d-4f6c-bb05-ae05779d2207,adore,18/11/20 8:02,GIF,soccer,positive,72,,,,,,,,,,,
522,f98dde71-ce1d-4f6c-bb05-ae05779d2207,adore,25/5/21 14:14,GIF,soccer,positive,72,,,,,,,,,,,
526,f98dde71-ce1d-4f6c-bb05-ae05779d2207,cherish,6/12/2020 14:59,GIF,soccer,positive,70,,,,,,,,,,,
527,f98dde71-ce1d-4f6c-bb05-ae05779d2207,cherish,13/6/21 3:27,GIF,soccer,positive,70,,,,,,,,,,,
528,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,23/1/21 2:20,GIF,soccer,positive,45,,,,,,,,,,,
529,f98dde71-ce1d-4f6c-bb05-ae05779d2207,intrigued,14/7/20 8:11,GIF,soccer,positive,45,,,,,,,,,,,
530,f98dde71-ce1d-4f6c-bb05-ae05779d2207,heart,23/4/21 22:20,GIF,soccer,positive,60,,,,,,,,,,,
531,388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,22/8/20 23:58,video,education,positive,30,,,,,,,,,,,
532,388bd9db-9d10-4f47-87c4-6db46e83bc95,like,3/4/2021 23:11,video,education,positive,50,,,,,,,,,,,
533,388bd9db-9d10-4f47-87c4-6db46e83bc95,cherish,14/4/21 19:59,video,education,positive,70,,,,,,,,,,,
534,388bd9db-9d10-4f47-87c4-6db46e83bc95,adore,15/4/21 17:03,video,education,positive,72,,,,,,,,,,,
535,388bd9db-9d10-4f47-87c4-6db46e83bc95,want,23/5/21 16:22,video,education,positive,70,,,,,,,,,,,
537,388bd9db-9d10-4f47-87c4-6db46e83bc95,like,9/8/2020 7:58,video,education,positive,50,,,,,,,,,,,
538,388bd9db-9d10-4f47-87c4-6db46e83bc95,want,16/12/20 1:34,video,education,positive,70,,,,,,,,,,,
539,388bd9db-9d10-4f47-87c4-6db46e83bc95,super love,28/4/21 9:23,video,education,positive,75,,,,,,,,,,,
541,388bd9db-9d10-4f47-87c4-6db46e83bc95,cherish,12/3/2021 0:42,video,education,positive,70,,,,,,,,,,,
543,388bd9db-9d10-4f47-87c4-6db46e83bc95,love,16/6/21 0:13,video,education,positive,65,,,,,,,,,,,
544,388bd9db-9d10-4f47-87c4-6db46e83bc95,like,3/6/2021 12:45,video,education,positive,50,,,,,,,,,,,
546,388bd9db-9d10-4f47-87c4-6db46e83bc95,heart,25/3/21 22:25,video,education,positive,60,,,,,,,,,,,
548,388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,17/12/20 6:49,video,education,positive,30,,,,,,,,,,,
549,388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,22/7/20 17:01,video,education,positive,30,,,,,,,,,,,
550,78d0075f-895c-4a15-a35c-a921e2bb2cea,want,11/9/2020 19:13,photo,studying,positive,70,,,,,,,,,,,
551,78d0075f-895c-4a15-a35c-a921e2bb2cea,super love,30/4/21 9:22,photo,studying,positive,75,,,,,,,,,,,
553,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,28/3/21 17:20,photo,studying,positive,65,,,,,,,,,,,
555,78d0075f-895c-4a15-a35c-a921e2bb2cea,cherish,1/8/2020 2:18,photo,studying,positive,70,,,,,,,,,,,
556,78d0075f-895c-4a15-a35c-a921e2bb2cea,adore,2/5/2021 1:43,photo,studying,positive,72,,,,,,,,,,,
557,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,9/6/2021 12:33,photo,studying,positive,65,,,,,,,,,,,
559,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,12/4/2021 16:22,photo,studying,positive,45,,,,,,,,,,,
560,78d0075f-895c-4a15-a35c-a921e2bb2cea,adore,6/7/2020 18:54,photo,studying,positive,72,,,,,,,,,,,
563,78d0075f-895c-4a15-a35c-a921e2bb2cea,cherish,11/6/2021 9:36,photo,studying,positive,70,,,,,,,,,,,
564,78d0075f-895c-4a15-a35c-a921e2bb2cea,like,27/4/21 15:45,photo,studying,positive,50,,,,,,,,,,,
565,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,6/3/2021 20:42,photo,studying,positive,65,,,,,,,,,,,
566,78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,17/11/20 12:11,photo,studying,positive,60,,,,,,,,,,,
569,78d0075f-895c-4a15-a35c-a921e2bb2cea,adore,11/5/2021 2:06,photo,studying,positive,72,,,,,,,,,,,
571,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,4/12/2020 7:19,photo,studying,positive,65,,,,,,,,,,,
574,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,14/6/21 4:29,photo,studying,positive,45,,,,,,,,,,,
575,78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,5/4/2021 13:43,photo,studying,positive,60,,,,,,,,,,,
576,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,10/9/2020 3:38,photo,studying,positive,65,,,,,,,,,,,
579,78d0075f-895c-4a15-a35c-a921e2bb2cea,love,2/3/2021 0:46,photo,studying,positive,65,,,,,,,,,,,
580,78d0075f-895c-4a15-a35c-a921e2bb2cea,like,8/1/2021 14:35,photo,studying,positive,50,,,,,,,,,,,
582,78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,1/2/2021 6:48,photo,studying,positive,60,,,,,,,,,,,
584,78d0075f-895c-4a15-a35c-a921e2bb2cea,like,9/8/2020 19:37,photo,studying,positive,50,,,,,,,,,,,
587,78d0075f-895c-4a15-a35c-a921e2bb2cea,heart,8/1/2021 19:20,photo,studying,positive,60,,,,,,,,,,,
588,78d0075f-895c-4a15-a35c-a921e2bb2cea,like,3/12/2020 7:55,photo,studying,positive,50,,,,,,,,,,,
591,78d0075f-895c-4a15-a35c-a921e2bb2cea,cherish,11/11/2020 14:07,photo,studying,positive,70,,,,,,,,,,,
592,78d0075f-895c-4a15-a35c-a921e2bb2cea,intrigued,10/4/2021 21:27,photo,studying,positive,45,,,,,,,,,,,
596,78d0075f-895c-4a15-a35c-a921e2bb2cea,adore,8/6/2021 23:06,photo,studying,positive,72,,,,,,,,,,,
597,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,super love,27/12/20 17:21,photo,travel,positive,75,,,,,,,,,,,
599,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,heart,24/2/21 18:34,photo,travel,positive,60,,,,,,,,,,,
600,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,like,14/6/21 17:44,photo,travel,positive,50,,,,,,,,,,,
601,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,heart,20/10/20 15:14,photo,travel,positive,60,,,,,,,,,,,
602,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,want,9/12/2020 20:38,photo,travel,positive,70,,,,,,,,,,,
604,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,love,6/12/2020 6:38,photo,travel,positive,65,,,,,,,,,,,
606,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,heart,12/10/2020 7:35,photo,travel,positive,60,,,,,,,,,,,
608,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,love,14/12/20 10:46,photo,travel,positive,65,,,,,,,,,,,
611,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,adore,27/9/20 17:24,photo,travel,positive,72,,,,,,,,,,,
612,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,want,4/11/2020 17:10,photo,travel,positive,70,,,,,,,,,,,
613,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,super love,18/12/20 6:02,photo,travel,positive,75,,,,,,,,,,,
614,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,intrigued,20/12/20 5:16,photo,travel,positive,45,,,,,,,,,,,
615,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,adore,3/4/2021 17:52,photo,travel,positive,72,,,,,,,,,,,
616,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,adore,16/1/21 5:14,photo,travel,positive,72,,,,,,,,,,,
617,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,love,19/4/21 1:27,photo,travel,positive,65,,,,,,,,,,,
621,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,interested,13/4/21 21:53,GIF,food,positive,30,,,,,,,,,,,
624,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,cherish,22/11/20 19:07,GIF,food,positive,70,,,,,,,,,,,
627,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,interested,24/4/21 11:29,GIF,food,positive,30,,,,,,,,,,,
628,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,adore,12/10/2020 17:18,GIF,food,positive,72,,,,,,,,,,,
629,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,love,24/2/21 23:54,GIF,food,positive,65,,,,,,,,,,,
630,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,love,1/11/2020 0:44,GIF,food,positive,65,,,,,,,,,,,
631,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,adore,22/11/20 17:16,GIF,food,positive,72,,,,,,,,,,,
633,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,intrigued,1/6/2021 13:54,GIF,food,positive,45,,,,,,,,,,,
635,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,cherish,31/12/20 5:25,GIF,food,positive,70,,,,,,,,,,,
637,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,adore,20/7/20 8:19,GIF,food,positive,72,,,,,,,,,,,
639,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,interested,18/1/21 22:57,GIF,food,positive,30,,,,,,,,,,,
640,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,love,29/7/20 6:29,GIF,food,positive,65,,,,,,,,,,,
641,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,heart,25/1/21 6:02,GIF,food,positive,60,,,,,,,,,,,
642,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,heart,22/12/20 12:17,GIF,food,positive,60,,,,,,,,,,,
644,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,adore,30/11/20 6:20,GIF,food,positive,72,,,,,,,,,,,
645,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,interested,15/3/21 20:37,GIF,food,positive,30,,,,,,,,,,,
647,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,interested,20/8/20 14:35,GIF,food,positive,30,,,,,,,,,,,
648,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,love,27/11/20 10:15,GIF,food,positive,65,,,,,,,,,,,
652,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,cherish,20/1/21 8:55,audio,dogs,positive,70,,,,,,,,,,,
653,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,want,23/4/21 18:00,audio,dogs,positive,70,,,,,,,,,,,
654,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,heart,21/12/20 21:36,audio,dogs,positive,60,,,,,,,,,,,
655,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,like,7/5/2021 18:00,audio,dogs,positive,50,,,,,,,,,,,
657,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,super love,31/5/21 22:21,audio,dogs,positive,75,,,,,,,,,,,
660,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,heart,12/3/2021 12:19,audio,dogs,positive,60,,,,,,,,,,,
662,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,adore,14/4/21 15:46,audio,dogs,positive,72,,,,,,,,,,,
664,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,interested,17/8/20 11:18,audio,dogs,positive,30,,,,,,,,,,,
666,34a3747a-0b77-42f6-ae19-87c38b94b674,interested,3/4/2021 9:24,GIF,science,positive,30,,,,,,,,,,,
668,34a3747a-0b77-42f6-ae19-87c38b94b674,love,18/5/21 7:58,GIF,science,positive,65,,,,,,,,,,,
669,34a3747a-0b77-42f6-ae19-87c38b94b674,cherish,14/3/21 7:11,GIF,science,positive,70,,,,,,,,,,,
670,34a3747a-0b77-42f6-ae19-87c38b94b674,adore,2/7/2020 11:39,GIF,science,positive,72,,,,,,,,,,,
671,34a3747a-0b77-42f6-ae19-87c38b94b674,interested,19/9/20 15:11,GIF,science,positive,30,,,,,,,,,,,
672,34a3747a-0b77-42f6-ae19-87c38b94b674,love,5/4/2021 19:34,GIF,science,positive,65,,,,,,,,,,,
673,34a3747a-0b77-42f6-ae19-87c38b94b674,love,27/5/21 20:53,GIF,science,positive,65,,,,,,,,,,,
674,34a3747a-0b77-42f6-ae19-87c38b94b674,intrigued,9/1/2021 20:40,GIF,science,positive,45,,,,,,,,,,,
675,34a3747a-0b77-42f6-ae19-87c38b94b674,adore,15/4/21 14:51,GIF,science,positive,72,,,,,,,,,,,
676,34a3747a-0b77-42f6-ae19-87c38b94b674,like,7/9/2020 1:45,GIF,science,positive,50,,,,,,,,,,,
677,34a3747a-0b77-42f6-ae19-87c38b94b674,love,23/11/20 5:19,GIF,science,positive,65,,,,,,,,,,,
678,34a3747a-0b77-42f6-ae19-87c38b94b674,adore,13/5/21 3:52,GIF,science,positive,72,,,,,,,,,,,
679,34a3747a-0b77-42f6-ae19-87c38b94b674,interested,1/3/2021 20:21,GIF,science,positive,30,,,,,,,,,,,
680,34a3747a-0b77-42f6-ae19-87c38b94b674,cherish,17/8/20 16:53,GIF,science,positive,70,,,,,,,,,,,
685,34a3747a-0b77-42f6-ae19-87c38b94b674,heart,17/8/20 10:20,GIF,science,positive,60,,,,,,,,,,,
687,34a3747a-0b77-42f6-ae19-87c38b94b674,interested,19/10/20 18:27,GIF,science,positive,30,,,,,,,,,,,
689,34a3747a-0b77-42f6-ae19-87c38b94b674,like,3/9/2020 13:24,GIF,science,positive,50,,,,,,,,,,,
690,34a3747a-0b77-42f6-ae19-87c38b94b674,heart,9/3/2021 12:10,GIF,science,positive,60,,,,,,,,,,,
693,34a3747a-0b77-42f6-ae19-87c38b94b674,heart,6/9/2020 17:27,GIF,science,positive,60,,,,,,,,,,,
697,34a3747a-0b77-42f6-ae19-87c38b94b674,love,12/10/2020 5:59,GIF,science,positive,65,,,,,,,,,,,
698,34a3747a-0b77-42f6-ae19-87c38b94b674,love,7/5/2021 4:02,GIF,science,positive,65,,,,,,,,,,,
699,34a3747a-0b77-42f6-ae19-87c38b94b674,heart,20/7/20 4:52,GIF,science,positive,60,,,,,,,,,,,
700,34a3747a-0b77-42f6-ae19-87c38b94b674,adore,29/4/21 9:59,GIF,science,positive,72,,,,,,,,,,,
704,34a3747a-0b77-42f6-ae19-87c38b94b674,cherish,9/10/2020 19:16,GIF,science,positive,70,,,,,,,,,,,
705,34a3747a-0b77-42f6-ae19-87c38b94b674,want,8/6/2021 15:13,GIF,science,positive,70,,,,,,,,,,,
708,34a3747a-0b77-42f6-ae19-87c38b94b674,adore,14/1/21 9:05,GIF,science,positive,72,,,,,,,,,,,
709,34a3747a-0b77-42f6-ae19-87c38b94b674,intrigued,14/5/21 17:54,GIF,science,positive,45,,,,,,,,,,,
712,2920dccb-e06f-49fc-8049-b6d4164dfe84,adore,23/2/21 1:14,GIF,veganism,positive,72,,,,,,,,,,,
714,2920dccb-e06f-49fc-8049-b6d4164dfe84,intrigued,17/1/21 23:46,GIF,veganism,positive,45,,,,,,,,,,,
718,2920dccb-e06f-49fc-8049-b6d4164dfe84,intrigued,14/3/21 19:23,GIF,veganism,positive,45,,,,,,,,,,,
721,2920dccb-e06f-49fc-8049-b6d4164dfe84,like,27/6/20 17:59,GIF,veganism,positive,50,,,,,,,,,,,
724,2920dccb-e06f-49fc-8049-b6d4164dfe84,interested,4/2/2021 11:26,GIF,veganism,positive,30,,,,,,,,,,,
725,2920dccb-e06f-49fc-8049-b6d4164dfe84,heart,30/9/20 18:21,GIF,veganism,positive,60,,,,,,,,,,,
727,2920dccb-e06f-49fc-8049-b6d4164dfe84,want,3/5/2021 18:01,GIF,veganism,positive,70,,,,,,,,,,,
728,2920dccb-e06f-49fc-8049-b6d4164dfe84,like,10/5/2021 19:45,GIF,veganism,positive,50,,,,,,,,,,,
729,2920dccb-e06f-49fc-8049-b6d4164dfe84,super love,7/10/2020 13:22,GIF,veganism,positive,75,,,,,,,,,,,
733,2920dccb-e06f-49fc-8049-b6d4164dfe84,like,29/4/21 4:36,GIF,veganism,positive,50,,,,,,,,,,,
734,2920dccb-e06f-49fc-8049-b6d4164dfe84,heart,7/5/2021 14:55,GIF,veganism,positive,60,,,,,,,,,,,
735,2920dccb-e06f-49fc-8049-b6d4164dfe84,intrigued,9/2/2021 8:21,GIF,veganism,positive,45,,,,,,,,,,,
736,2920dccb-e06f-49fc-8049-b6d4164dfe84,love,2/1/2021 2:38,GIF,veganism,positive,65,,,,,,,,,,,
737,2920dccb-e06f-49fc-8049-b6d4164dfe84,love,2/8/2020 11:25,GIF,veganism,positive,65,,,,,,,,,,,
738,2920dccb-e06f-49fc-8049-b6d4164dfe84,heart,11/1/2021 10:46,GIF,veganism,positive,60,,,,,,,,,,,
739,2920dccb-e06f-49fc-8049-b6d4164dfe84,adore,26/11/20 18:31,GIF,veganism,positive,72,,,,,,,,,,,
740,2920dccb-e06f-49fc-8049-b6d4164dfe84,like,14/11/20 16:47,GIF,veganism,positive,50,,,,,,,,,,,
747,2920dccb-e06f-49fc-8049-b6d4164dfe84,love,18/4/21 18:04,GIF,veganism,positive,65,,,,,,,,,,,
748,2920dccb-e06f-49fc-8049-b6d4164dfe84,cherish,29/3/21 21:05,GIF,veganism,positive,70,,,,,,,,,,,
749,2920dccb-e06f-49fc-8049-b6d4164dfe84,super love,27/8/20 23:25,GIF,veganism,positive,75,,,,,,,,,,,
750,2920dccb-e06f-49fc-8049-b6d4164dfe84,interested,14/3/21 5:20,GIF,veganism,positive,30,,,,,,,,,,,
751,2920dccb-e06f-49fc-8049-b6d4164dfe84,adore,14/2/21 11:57,GIF,veganism,positive,72,,,,,,,,,,,
752,f4e3840e-bb71-40c2-afc5-9408d842646d,cherish,28/6/20 7:53,photo,healthy eating,positive,70,,,,,,,,,,,
753,f4e3840e-bb71-40c2-afc5-9408d842646d,adore,9/12/2020 23:38,photo,healthy eating,positive,72,,,,,,,,,,,
755,f4e3840e-bb71-40c2-afc5-9408d842646d,super love,17/4/21 18:59,photo,healthy eating,positive,75,,,,,,,,,,,
756,f4e3840e-bb71-40c2-afc5-9408d842646d,adore,5/7/2020 19:22,photo,healthy eating,positive,72,,,,,,,,,,,
758,f4e3840e-bb71-40c2-afc5-9408d842646d,like,2/10/2020 0:45,photo,healthy eating,positive,50,,,,,,,,,,,
759,f4e3840e-bb71-40c2-afc5-9408d842646d,interested,4/1/2021 4:40,photo,healthy eating,positive,30,,,,,,,,,,,
760,f4e3840e-bb71-40c2-afc5-9408d842646d,intrigued,6/6/2021 18:49,photo,healthy eating,positive,45,,,,,,,,,,,
762,f4e3840e-bb71-40c2-afc5-9408d842646d,super love,2/10/2020 1:50,photo,healthy eating,positive,75,,,,,,,,,,,
763,f4e3840e-bb71-40c2-afc5-9408d842646d,cherish,2/11/2020 14:43,photo,healthy eating,positive,70,,,,,,,,,,,
765,f4e3840e-bb71-40c2-afc5-9408d842646d,want,15/4/21 4:37,photo,healthy eating,positive,70,,,,,,,,,,,
767,f4e3840e-bb71-40c2-afc5-9408d842646d,super love,21/6/20 13:09,photo,healthy eating,positive,75,,,,,,,,,,,
